City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
246,Havre-Saint-Pierre,CA,2021-12-02 09:15:01,50.2334,-63.5986,30.2,93,20,10.36
247,Tura,IN,2021-12-02 09:15:02,25.5198,90.2201,77.09,45,8,3.58
248,Baiyin,CN,2021-12-02 09:15:03,36.5583,104.2081,35.64,35,82,4.59
249,Longyearbyen,SJ,2021-12-02 09:15:03,78.2186,15.6401,21.04,86,90,2.3
250,Husavik,IS,2021-12-02 09:15:04,66.0449,-17.3389,39.11,84,100,19.93
251,Bredasdorp,ZA,2021-12-02 09:15:04,-34.5322,20.0403,57.27,60,71,13.87
252,Kodiak,US,2021-12-02 09:15:05,57.79,-152.4072,18.91,58,40,39.12
253,Lerwick,GB,2021-12-02 09:15:06,60.1545,-1.1494,35.6,64,88,19.19
254,Pedro Ii,BR,2021-12-02 09:15:06,-4.4247,-41.4586,71.2,73,100,2.42
255,Xingyi,CN,2021-12-02 09:15:07,24.1877,102.817,50.67,81,100,3.78
256,Esperance,AU,2021-12-02 09:15:08,-33.8667,121.9,64.38,65,29,18.37
257,Sorland,NO,2021-12-02 09:15:08,67.667,12.6934,35.46,52,100,29.73
258,Miandrivazo,MG,2021-12-02 09:15:09,-19.5167,45.4667,96.28,31,7,3.27
259,Tarbagatay,RU,2021-12-02 09:15:10,51.4803,107.3602,29.73,84,98,7.61
260,Hamilton,US,2021-12-02 09:15:10,39.1834,-84.5333,53.11,91,90,3.0
261,Gizo,SB,2021-12-02 09:15:11,-8.103,156.8419,84.22,71,58,1.7
262,Beaverlodge,CA,2021-12-02 09:15:11,55.2166,-119.4361,27.75,57,83,21.59
263,Saint-Paul,RE,2021-12-02 09:15:12,-21.0096,55.2707,86.09,68,14,4.38
264,Tieling,CN,2021-12-02 09:15:13,42.2931,123.8414,30.25,60,65,8.9
265,Kirkland Lake,CA,2021-12-02 09:15:13,48.1446,-80.0377,32.29,100,100,12.71
266,Amalapuram,IN,2021-12-02 09:15:14,16.5833,82.0167,89.98,42,56,6.2
267,Goderich,CA,2021-12-02 09:14:10,43.7501,-81.7165,44.91,94,100,28.83
268,Bambous Virieux,MU,2021-12-02 09:15:15,-20.3428,57.7575,86.25,66,75,12.66
269,Wattegama,LK,2021-12-02 09:15:15,6.7989,81.4808,89.51,46,91,2.19
270,Bachaquero,VE,2021-12-02 09:15:16,9.9694,-71.1494,77.86,80,96,5.79
271,Cidreira,BR,2021-12-02 09:15:17,-30.1811,-50.2056,66.38,66,98,5.19
272,Beringovskiy,RU,2021-12-02 09:15:18,63.05,179.3167,-1.32,89,100,4.52
273,Vila Velha,BR,2021-12-02 09:15:19,-20.3297,-40.2925,75.15,94,40,6.91
274,Rocha,UY,2021-12-02 09:15:19,-34.4833,-54.3333,54.12,91,13,1.7
275,Portland,US,2021-12-02 09:15:00,45.5234,-122.6762,54.23,93,90,1.01
276,Carahue,CL,2021-12-02 09:15:20,-38.7,-73.1667,48.4,97,99,0.76
277,Sembakung,ID,2021-12-02 09:16:22,3.8167,117.25,85.46,73,78,3.06
278,Southbridge,US,2021-12-02 09:16:22,42.0751,-72.0334,40.35,76,100,6.53
279,Beni,CD,2021-12-02 09:16:23,0.5,29.4667,84.15,43,9,1.99
280,Sioux Lookout,CA,2021-12-02 09:16:23,50.1001,-91.917,25.18,93,90,9.22
281,Vestmanna,FO,2021-12-02 09:16:24,62.1564,-7.1664,29.32,74,90,0.0
282,Kenai,US,2021-12-02 09:16:25,60.5544,-151.2583,17.69,80,90,3.44
283,Selma,US,2021-12-02 09:16:26,36.5708,-119.6121,48.25,45,0,2.51
284,Rakiv Lis,UA,2021-12-02 09:16:27,51.6217,24.9243,44.13,83,100,16.55
285,Margate,GB,2021-12-02 09:16:28,51.3813,1.3862,38.03,69,49,5.99
286,Saint Anthony,US,2021-12-02 09:15:03,45.0205,-93.218,48.25,60,1,4.0
287,El Tigre,VE,2021-12-02 09:16:29,8.8875,-64.2454,71.58,93,98,9.89
288,Erzin,TR,2021-12-02 09:16:29,36.9559,36.2,61.32,34,0,5.75
289,Turangi,NZ,2021-12-02 09:16:30,-39.0,175.9333,58.39,82,100,2.77
290,Coahuayana,MX,2021-12-02 09:16:30,18.7333,-103.6833,72.46,85,0,3.83
