City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
632,Portland,US,45.5234,-122.6762,52.36,93,90,1.01,mist
633,Shepsi,RU,44.0361,39.1489,53.38,75,100,12.95,light rain
634,Ilhabela,BR,-23.7781,-45.3581,71.38,88,77,7.02,broken clouds
635,Shingu,JP,33.7333,135.9833,49.19,52,0,3.04,clear sky
636,Kunda,IN,25.7167,81.5167,63.21,65,0,3.06,clear sky
637,Sulangan,PH,11.1373,123.7228,79.79,76,100,23.82,overcast clouds
638,Tzaneen,ZA,-23.8332,30.1635,57.42,80,100,3.62,overcast clouds
639,Jinka,ET,5.65,36.65,63.66,68,6,3.29,clear sky
640,Porto Santo,PT,33.072,-16.3415,64.78,59,75,16.11,broken clouds
641,Lagos,NG,6.5833,3.75,80.92,89,70,3.13,broken clouds
642,Oleksandrivka,UA,48.9634,32.2349,29.95,82,73,4.88,broken clouds
643,Ciudad Bolivar,VE,8.1222,-63.5497,82.62,61,97,12.84,overcast clouds
644,Baruun-Urt,MN,46.6806,113.2792,20.84,52,17,4.0,few clouds
645,Ziyang,CN,29.2497,117.8547,52.18,54,16,2.04,few clouds
646,Longyearbyen,SJ,78.2186,15.6401,11.93,93,100,7.78,overcast clouds
647,Olafsvik,IS,64.8945,-23.7142,36.23,80,100,17.81,overcast clouds
648,Presidente Medici,BR,-11.1753,-61.9014,75.16,96,100,1.43,moderate rain
649,Ginda,IN,30.6945,78.4932,46.04,35,89,6.89,overcast clouds
650,Teahupoo,PF,-17.8333,-149.2667,78.53,75,51,14.25,light rain
651,Buala,SB,-8.145,159.5921,84.29,76,100,4.12,light rain
652,Teluk Nibung,ID,3.001,99.8164,77.94,89,100,8.86,overcast clouds
653,Svetlaya,RU,46.5389,138.3297,16.88,61,13,7.76,few clouds
654,Severiano Melo,BR,-5.7772,-37.9578,77.59,80,40,6.02,scattered clouds
655,Ambovombe,MG,-25.1667,46.0833,73.96,80,0,1.9,clear sky
656,Thinadhoo,MV,0.5333,72.9333,81.93,79,23,16.35,moderate rain
657,Zhigansk,RU,66.7697,123.3711,-14.06,98,100,12.37,light snow
658,Parabel,RU,58.6978,81.4825,22.91,95,100,10.76,light snow
659,Nichinan,JP,31.6,131.3667,44.28,55,0,4.68,clear sky
660,Le Vauclin,MQ,14.5452,-60.8388,80.73,83,75,9.22,broken clouds
661,Ostrovnoy,RU,68.0531,39.5131,6.26,96,84,8.41,broken clouds
662,Elizabeth City,US,36.2946,-76.2511,54.99,81,1,10.36,clear sky
663,Bhinmal,IN,25.0,72.25,65.14,52,0,3.33,clear sky
664,Pyapon,MM,16.2833,95.6833,72.1,76,42,6.42,scattered clouds
665,Ondjiva,AO,-17.0667,15.7333,72.32,60,99,2.3,light rain
666,Kimry,RU,56.8667,37.35,14.27,97,97,0.67,overcast clouds
667,Hidalgotitlan,MX,17.7833,-94.6333,75.22,94,0,6.78,clear sky
668,Conde,BR,-7.2597,-34.9075,78.26,94,40,9.22,scattered clouds
669,Bara,NG,10.3744,10.7288,72.91,30,100,5.73,overcast clouds
670,Oakland,US,42.6667,-83.3999,36.75,41,75,8.05,broken clouds
671,Erdenet,MN,49.0333,104.0833,18.59,39,0,5.86,clear sky
672,Peace River,CA,56.2501,-117.286,-5.49,71,90,18.41,light snow
673,Nishihara,JP,26.1842,127.7558,67.28,49,40,11.5,scattered clouds
674,Ndele,CF,8.4109,20.6473,75.13,33,62,4.27,broken clouds
675,Bang Rakam,TH,16.7585,100.1174,57.33,94,0,1.14,clear sky
676,Toora-Khem,RU,52.4675,96.11,7.3,97,96,2.66,overcast clouds
677,Maputo,MZ,-25.9653,32.5892,78.48,90,75,6.91,broken clouds
678,Kulhudhuffushi,MV,6.6221,73.07,82.13,73,63,6.51,broken clouds
679,Brae,GB,60.3964,-1.353,39.11,63,100,25.3,overcast clouds
680,Huntsville,US,34.7304,-86.5861,62.13,97,90,1.99,mist
681,Aromashevo,RU,56.8602,68.6375,31.21,88,99,16.53,overcast clouds
682,Gazojak,TM,41.1875,61.4036,36.52,76,100,5.03,overcast clouds
683,Bindki,IN,26.0333,80.6,62.76,58,2,3.2,clear sky
684,Liverpool,GB,53.4106,-2.9779,46.78,77,75,13.0,broken clouds
685,Zhoucheng,CN,35.9122,116.3117,42.4,52,4,6.62,clear sky
686,Tautira,PF,-17.7333,-149.15,84.0,74,47,13.78,light rain
687,Saint-Pierre,RE,-21.3393,55.4781,76.68,70,0,8.05,clear sky
